seed,network,n_outskirts,osm_inner_km,osm_outer_km,osm_cache_dir,fleet_size,capacity,service_end_time,placement,intensity,base_rate,structural_zero_prob,announce_lead_min,arrival_buffer_min,dispatcher,n_regions,rebalance_interval_min,forecast_lookahead_min,collect_to,scorer_path,scorer_mode,scorer_top_k,scorer_filter_logit_threshold,assignment_rate,n_assigned,n_requests,mean_wall_ms,median_wall_ms,p95_wall_ms,max_wall_ms,total_wall_s,n_active,mean_route_length,total_deployment_min,runtime_s
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.9842931937172775,376,382,2.243999931815017,1.9721880089491606,3.372233576374128,13.860207982361317,0.8572079739533365,158,3.1333333333333333,308603.22818512516,0.8623676670249552
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.9842931937172775,376,382,2.4859401429710783,2.299333515111357,5.311016726773232,6.247667013667524,0.9496291346149519,133,3.1333333333333333,307147.25073346344,0.9555817910004407
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.9842931937172775,376,382,0.8644633636936663,0.6130209658294916,2.0937211462296546,5.21129195112735,0.3302250049309805,146,3.1333333333333333,307904.9957798413,0.33681920904200524
11,memphis_osm,25,8.0,40.0,data/osm_cache,240,6,1440.0,hubs,5.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.9607329842931938,367,382,0.5512685342496797,0.45362499076873064,1.1880111123900854,3.139292006380856,0.21058458008337766,221,3.058333333333333,310510.3195127492,0.21704345801845193
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.944954128440367,103,109,2.0432587950105923,2.0110419718548656,3.6227249773219223,3.7156660109758377,0.22271520865615457,57,3.433333333333333,78113.1840203985,0.22776241705287248
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.944954128440367,103,109,0.6861116869563083,0.4913749871775508,1.494874991476535,3.718583029694855,0.0747861738782376,58,3.433333333333333,78160.15456688218,0.07895112503319979
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,,rank,3,-2.0,0.8623853211009175,94,109,0.5575110826111578,0.4295000107958913,1.3808920281007886,1.4819590141996741,0.0607687080046162,45,3.1333333333333333,77163.99714632548,0.06456979201175272
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.8623853211009175,94,109,0.3948214446801111,0.27650000993162394,1.580533618107438,1.668166951276362,0.04303553747013211,48,3.1333333333333333,77323.4135130433,0.04729887505527586
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,1.0,0.4,0.4,90.0,15.0,hierarchical,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,stacked,5,-4.0,0.8532110091743119,93,109,0.3291406292775902,0.2677090233191848,1.1645081918686628,1.2748329900205135,0.035876328591257334,59,3.1,77668.44206123044,0.04014483408536762
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,,rank,3,-2.0,0.5384615384615384,147,273,4.690829942927392,5.652540945447981,6.5480082063004375,7.03866605181247,1.280596574419178,60,4.9,78561.84510951185,1.2846438330598176
23,memphis_osm,25,8.0,40.0,data/osm_cache,60,6,1440.0,hubs,3.0,0.4,0.4,90.0,15.0,monolithic,5,30.0,60.0,,/Users/jose/Developer/git/hierarchical_coordination/outputs/learning/scorer.pt,filter,3,-4.0,0.5311355311355311,145,273,3.4508905535557,1.4996250392869115,6.745891249738634,7.033291971310973,0.9420931211207062,60,4.833333333333333,78505.36493210135,0.9468467920087278
